Ref,Campus ID,Preferred ,Last,Suffix,Sex,Hispanic,Hispanic Origin,Race,Primary Ethnicity,Phone ,Street,City,State,Zip,Country,App Center,Standing,First Gen,Legacy,Faculty Child,Tuition Remission,Submitted Date,Admit Flag,Non Admit Flag,Cancel Flag,Complete Date,Admit Date,Deny Date,Cancel Date,Deposit Date,Entry Term App,Applied to College,Admitted to College,Admitted to Major,Current Bin Name,Admit Reason,Deny Reason,Cancel Reason,School,CEEB,School City,School State,MU Feeder,Test Optional,Raw GPA,Recalc GPA,GPA Scale,GPA Type,Rigor,Essay,ACT Equivalent,Blue and Gold,Category,Cristo Rey,Jesuit,Organization Flag,Type,Staff Assigned,Physical Therapy Status,Athletic Training Status,Sport,FACHEX,Tuition Exchange,Honors,EOP,Twin,Campus Visit,Undocumented,Merit Award,ONE Created Date,ONE Submitted Date
124374530,006261894,,,,F,No,,Asian,Asian,,,,IL,60107-1321,United States,UGRD,Freshman,Yes,,None,,10/23/2022,,,,10/24/2022,,,,,2023 August (Fall Semester),Communication,Communication,,Admit FRE,,,,South Elgin High School,143784,South Elgin,IL,,Yes,3.79,3.79,4,Unweighted,4,2,,,High School,,,,Public,,,,,,,,,No,,,,,
739522778,006263639,,,,F,No,,Asian,Asian,,,,IL,60712-4719,United States,UGRD,Freshman,Yes,,None,,10/28/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,To Be Entered TOPT FRE,,,,Regina Dominican High School,144407,Wilmette,IL,,Yes,,,,,,,,,High School,,,,Catholic,,,,,,,,,No,,,,,
953530242,006263640,,,,F,No,,Asian,Asian,,,,MI,48168-6878,United States,UGRD,Freshman,No,,None,,10/28/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered FRE,,,,Mercy High School,231005,Farmingtn Hls,MI,,No,,,,,,,,,High School,,,,Catholic,,,,,,,,,No,,,,,
590059249,006261893,,,,F,No,,Black or African American,Black or African American,,,,WI,53204-1177,United States,UGRD,Freshman,Yes,,None,,10/23/2022,,,,10/26/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,On-Site FRE,,,,Ronald Reagan College Prep High School,501348,Milwaukee,WI,Y,Yes,3.47,3.47,4,Unweighted,,,,Gold,High School,,,MPS,Public,,,,,,,,,No,,,,,
854323683,006263634,,,,M,No,,Asian,Asian,,,,IL,60007-2763,United States,UGRD,Freshman,No,,None,,10/28/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered TOPT FRE,,,,Conant High School,143343,Hoffman Est,IL,Y,Yes,,,,,,,,Former Blue,High School,,,,Public,,,,,,,,,No,,,,,
811679298,006266077,,,,F,No,,Black or African American,Black or African American,,,,WI,53045-1309,United States,UGRD,Freshman,No,,Father,,11/1/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,App Received FRE,,,,Brookfield East High School,500281,Brookfield,WI,Y,No,,,,,,,25,Gold,High School,,,,Public,,,,,,,,,Yes,,,,,
623697609,006264283,,,,F,No,,Black or African AmericanBlack or African American - AfricaBlack or African American - US/African American,Black or African American,,,,WI,53132-9369,United States,UGRD,Freshman,No,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,App Received FRE,,,,Salam School,501349,Milwaukee,WI,Y,No,,,,,,,22,Gold,High School,,,,Independent,,,,,,,,,No,,,,,
392540605,006259421,,,,F,No,,White,White,,,,WI,53228-1434,United States,UGRD,Freshman,No,,None,,10/10/2022,,,,10/12/2022,,,,,2023 August (Fall Semester),Communication,Communication,,Admit FRE,,,,Greendale Senior High School,500820,Greendale,WI,Y,No,3.83,3.83,4,Unweighted,4,3,28,Gold,High School,,,,Public,,,,,,,,,No,,,,,
411458852,006261571,,,,F,No,,White,White,,,,IL,60193-4650,United States,UGRD,Freshman,Yes,,None,,10/21/2022,,,,10/25/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Business Administration,,,,Conant High School,143343,Hoffman Est,IL,Y,Yes,3.94,3.94,4,Unweighted,,,,Former Blue,High School,,,,Public,,,,,,,,,No,,,,,
401230554,006266058,,,,M,No,,White,White,,,,IL,60656-1644,United States,UGRD,Freshman,Yes,,None,,11/1/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,App Received FRE,,,,Taft High School,141385,Chicago,IL,,No,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
794057850,006263933,,,,M,Yes,,White,Hispanic,,,,WI,53029-8541,United States,UGRD,Freshman,No,Sister,None,,10/29/2022,,,,10/31/2022,,,,,2023 August (Fall Semester),Engineering,Engineering,,Engineering,,,,Arrowhead High School,500853,Hartland,WI,Y,No,3.91,3.91,4,Unweighted,,,34,Gold,High School,,,,Public,,,,,,,,,No,Yes,,,,
090050363,006266059,,,,M,No,,White,White,,,,WI,53207-3846,United States,UGRD,Freshman,No,,None,,11/1/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered Fast Pass FRE,,,,Ronald Reagan College Prep High School,501348,Milwaukee,WI,Y,No,,,,,,,28,Gold,High School,,,MPS,Public,,,,,,,,,No,,,,,
076532642,006263257,,,,F,No,,White,White,,,,WA,98008-3228,United States,UGRD,Freshman,No,,None,,10/27/2022,,,,11/1/2022,,,,,2023 August (Fall Semester),Education,Education,,Education,,,,Eastside Catholic High School,480067,Sammamish,WA,,No,3.96,3.96,4,Unweighted,,,26,,High School,,,,Catholic,,,,,,,,,No,Yes,,,,
124232609,006260684,,,,F,No,,Black or African American,Black or African American,,,,IL,60617-1535,United States,OIE,Freshman,No,,None,,10/13/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Checklist Check OIE,,,,Chicago Vocational High School,140735,Chicago,IL,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
307859287,006257139,,,,M,No,,Black or African AmericanWhite,Black or African American,,,,AK,99507-3761,United States,UGRD,Freshman,No,,None,,9/8/2022,,,,9/12/2022,,,,,2023 August (Fall Semester),Engineering,Engineering,,Maybe?,,,,Robert Service High School,020004,Anchorage,AK,,No,3.63,3.63,4,Unweighted,4,4,27,,High School,,,,Public,,,,,,,,,No,,,,,
259131648,006265191,,,,F,No,,White,White,,,,MO,64151-2465,United States,UGRD,Freshman,No,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,To Be Entered FRE,,,,Saint Teresas Academy,261700,Kansas City,MO,Y,No,,,,,,,,Gold,High School,,,,Catholic,,,,,,,,,No,,,,,
513723497,006262300,,,,F,No,,White,White,,,,WI,54650-8237,United States,UGRD,Freshman,No,,None,,10/24/2022,,,,10/25/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Onalaska High School,501700,Onalaska,WI,,No,3.98,3.98,4,Unweighted,4,3,28,,High School,,,,Public,,,,,,,,,No,,,,,
575755680,006260449,,,,F,No,,Asian,Asian,,,,IL,60047-3712,United States,UGRD,Freshman,Yes,,None,,10/16/2022,,,,10/18/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Stevenson High School,143550,Lincolnshire,IL,Y,No,3.9,3.9,4,Unweighted,5,2,33,Gold,High School,,,,Public,,,,,,,,,No,,,,,
321692861,006260966,,,,F,No,,Black or African American,Black or African American,,,,IL,60625-8026,United States,UGRD,Freshman,Yes,,None,,10/18/2022,,,,10/19/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Admit FRE,,,,Regina Dominican High School,144407,Wilmette,IL,,Yes,3.69,3.69,4,Unweighted,4,3,,,High School,,,,Catholic,,,,,,,,,No,,,,,
560866212,006263943,,,,F,No,,Black or African American,Black or African American,,,,WI,53132-8504,United States,UGRD,Freshman,No,,None,,10/29/2022,,,,,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,To Be Entered TOPT FRE,,,,Franklin High School,500702,Franklin,WI,Y,Yes,,,,,,,,Gold,High School,,,,Public,,,,,,,,,No,Yes,,,,
022312895,006260744,,,,F,No,,Asian,Asian,,,,WI,53221-3534,United States,UGRD,Freshman,Yes,,None,,10/17/2022,,,,10/19/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Ronald Reagan College Prep High School,501348,Milwaukee,WI,Y,Yes,3.64,3.64,4,Unweighted,5,3,,Gold,High School,,,MPS,Public,,,,,,,,,No,,,,,
345789592,006265192,,,,F,No,,White,White,,,,WI,53221-5107,United States,UGRD,Freshman,No,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Education,Education,,To Be Entered TOPT FRE,,,,Ronald Reagan College Prep High School,501348,Milwaukee,WI,Y,Yes,,,,,,,,Gold,High School,,,MPS,Public,,,,,,,,,No,,,,,
497059146,006260315,,,,F,No,,White,White,,,,MN,55318-1559,United States,UGRD,Freshman,No,,None,,10/15/2022,,,,10/17/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Admit FRE,,,,Eden Prairie High School,241150,Eden Prairie,MN,,Yes,3.89,3.89,4,Unweighted,4,2,,,High School,,,,Public,,,,,,,,,No,,,,,
561069564,006258844,,,,M,No,,Black or African American,Black or African American,,,,LAGOS,23401,Nigeria,OIE,Freshman,No,,None,,10/4/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Checklist Check OIE,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,No,,,,,
014407209,006266078,,,,F,No,,WhiteWhite - Middle East,White,,,,WI,53132-7620,United States,UGRD,Freshman,No,,None,,11/2/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,App Received FRE,,,,Salam School,501349,Milwaukee,WI,Y,No,,,,,,,,Gold,High School,,,,Independent,,,,,,,,,No,,,,,
761530697,006261369,,,,F,No,,Asian,Asian,,,,IL,60181-3645,United States,UGRD,Freshman,Yes,,None,,10/20/2022,,,,10/21/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Willowbrook High School,144232,Villa Park,IL,,Yes,3.95,3.49,4,Weighted,4,3,,,High School,,,,Public,,,,,,,,,No,Yes,,,,
156020564,006260163,,,,F,Yes,,White,Hispanic,,,,IL,60714-3355,United States,UGRD,Freshman,Yes,,None,,10/14/2022,,,,10/17/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Niles West High School,143926,Skokie,IL,Y,Yes,3.9,3.9,4,Unweighted,3,2,,Former Blue,High School,,,,Public,,,,,,,,,No,,,,,
711823183,006259582,,,,F,Yes,,White,Hispanic,,,,WI,53215-2654,United States,UGRD,Freshman,Yes,,None,,10/11/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered TOPT FRE,,,,Carmen High School of Science & Technology SE Campus,500001,Milwaukee,WI,Y,Yes,,,,,,,,,High School,,,MPS,Charter,,,,,,,,,No,Yes,,,,
989974364,006266079,,,,F,Yes,,White,Hispanic,,,,IL,61080-1913,United States,UGRD,Freshman,Yes,,None,,11/1/2022,,,,,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,To Be Entered TOPT FRE,,,,Boylan Catholic High School,143697,Rockford,IL,Y,Yes,,,,,,,,Former Gold,High School,,,,Catholic,,,,,,,,,No,Yes,,,,
768086566,006264950,,,,M,No,,White,White,,,,MUBARAK AL KABEER,61001,Kuwait,OIE,Freshman,No,,None,,10/29/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Checklist Check OIE,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,No,,,,,
535214413,006262301,,,,F,No,,White,White,,,,PA,19026-4034,United States,UGRD,Freshman,No,,None,,10/24/2022,,,,,,,,,2023 August (Fall Semester),Communication,Communication,,To Be Entered TOPT FRE,,,,Sacred Heart Academy,393220,Bryn Mawr,PA,,Yes,,,,,,,,,High School,,,,Religious NOT Catholic,,,,,,,,,No,Yes,,,,
086030935,006264262,,,,M,No,,White,White,,,,IL,61073-8222,United States,UGRD,Freshman,No,,None,,10/30/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered FRE,,,,Hononegah Community High School,143735,Rockton,IL,,No,,,,,,,,,High School,,,,Public,,,,,,,,,No,Yes,,,,
490175895,006264284,,,,F,No,,White,White,,,,IL,60515-3034,United States,UGRD,Freshman,No,Mother,None,,10/30/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered FRE,,,,Benet Academy,142635,Lisle,IL,Y,No,,,,,,,,Gold,High School,,,,Catholic,,,,,,,,,No,,,,,
646292566,006259422,,,,F,No,,White,White,,,,IL,60564-9552,United States,UGRD,Freshman,No,,None,,10/10/2022,,,,10/18/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Admit FRE,,,,Waubonsie Valley High School,140184,Aurora,IL,,No,4.05,3.95,4,Weighted,4,3,26,,High School,,,,Public,,,,,,,,,No,,,,,
513152839,006266080,,,,F,No,,White,White,,,,IL,60018-1312,United States,UGRD,Freshman,No,,None,,11/1/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered TOPT FRE,,,,Maine West High School,141597,Des Plaines,IL,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
801772390,006258618,,,,F,No,,White,White,,,,OH,45419-2340,United States,UGRD,Freshman,Yes,,None,,10/3/2022,,,,10/11/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Maybe?,,,,Archbishop Alter High School,362794,Kettering,OH,,Yes,3.38,3.34,4,Weighted,2,2,,,High School,,,,Catholic,,,,,,,,,No,,,,,
677747639,006264285,,,,F,No,,AsianAsian - KoreanWhiteWhite - Europe,Asian,,,,WI,53005-5573,United States,UGRD,Freshman,No,,None,,10/30/2022,,,,,,,,,2023 August (Fall Semester),Nursing,Nursing,,To Be Entered TOPT FRE,,,,Brookfield Central High School,500282,Brookfield,WI,Y,Yes,,,,,,,,Gold,High School,,,,Public,,,,,,,,,No,,,,,
667523744,006258737,,,,F,No,,WhiteWhite - Europe,White,,,,WI,54904-7672,United States,UGRD,Freshman,No,,None,,10/4/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,App Received FRE,,,,Oshkosh West High School,501730,Oshkosh,WI,Y,No,,,,,,,,Former Blue,High School,,,,Public,,,,,,,,,No,,,,,
074900194,006262917,,,,F,Yes,,,Hispanic,,,,IL,60031-3228,United States,UGRD,Freshman,No,,None,,10/26/2022,,,,,,,,,2023 August (Fall Semester),Engineering,Engineering,,To Be Entered FRE,,,,Warren Township High School,142175,Gurnee,IL,Y,No,4.36,3.7,4,Weighted,,,,Gold,High School,,,,Public,,,,,,,,,No,,,,,
797053166,006258872,,,,M,No,,White,White,,,,CA,94556-2333,United States,UGRD,Freshman,Yes,,None,,10/5/2022,,,,10/6/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Campolindo High School,052058,Moraga,CA,,Yes,3.36,3.36,4,Unweighted,3,3,,,High School,,,,Public,,,,,,,,,No,Yes,,,,
475001562,006264286,,,,F,No,,Asian,Asian,,,,IL,60660-1439,United States,UGRD,Freshman,No,,None,,10/30/2022,,,,,,,,,2023 August (Fall Semester),Communication,Communication,,To Be Entered TOPT FRE,,,,Amundsen High School,140655,Chicago,IL,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
863494939,006257885,,,,M,No,,White,White,,,,WI,53083-2173,United States,UGRD,Freshman,Yes,Brother,None,,9/25/2022,,,,9/28/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Maybe?,,,,North High School,502095,Sheboygan,WI,,No,3.6,3.6,4,Unweighted,4,3,20,,High School,,,,Public,,,,,,,,,No,,,,,
931459980,006259001,,,,F,Yes,,White,Hispanic,,,,WI,53215-5112,United States,UGRD,Freshman,Yes,,None,,10/6/2022,,,,10/7/2022,,,,,2023 August (Fall Semester),Nursing,Nursing,,Admit FRE,,,,St. Augustine Preparatory Academy,500027,Milwaukee,WI,Y,No,3.75,3.71,4,Weighted,5,3,24,Gold,High School,,,,IndependentReligious NOT Catholic,,,,,,,,,No,,,,,
894480785,006264263,,,,M,Yes,Mexican,White,Hispanic,,,,IL,60805-3445,United States,UGRD,Freshman,Yes,,None,,10/30/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,To Be Entered TOPT FRE,,,,Evergreen Park High School,141865,Evergreen Pk,IL,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
649356356,006263944,,,,F,No,,Asian,Asian,,,,IL,60565-2260,United States,UGRD,Freshman,No,,None,,10/29/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,To Be Entered FRE,,,,Naperville Central High School,143105,Naperville,IL,Y,No,,,,,,,,Former Gold,High School,,,,Public,,,,,,,,,No,,,,,
093247995,006265193,,,,F,No,,White,White,,,,WI,53190-4339,United States,UGRD,Freshman,No,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Engineering,Engineering,,To Be Entered FRE,,,,Elkhorn High School,500600,Elkhorn,WI,,No,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
217017788,006262912,,,,M,Yes,,White,Hispanic,,,,MD,20817-3420,United States,UGRD,Freshman,No,,None,,10/26/2022,,,,10/28/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Health Sciences,,,,Saint Johns College High School,090185,Washington,DC,,No,4.63,3.97,4,Weighted,,,32,,High School,,,,Religious NOT Catholic,,,,,,,,,No,,,,,
457886772,006263250,,,,M,No,,White,White,,,,IL,60031-5807,United States,UGRD,Freshman,No,,None,,10/27/2022,,,,10/28/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Arts & Sciences,,,,Warren Township High School,142175,Gurnee,IL,Y,No,4.27,3.54,4,Weighted,,,30,Gold,High School,,,,Public,,,,,,,,,No,,,,,
190444724,006263934,,,,M,Yes,,White,Hispanic,,,,WI,53097-3230,United States,UGRD,Freshman,No,Father,None,,10/29/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,To Be Entered TOPT FRE,,,,Homestead High School,502269,Mequon,WI,Y,Yes,,,,,,,,Gold,High School,,,,Public,,,,,,,,,No,,,,,
141972457,006257607,,,,M,No,,White,White,,,,IL,60192-1337,United States,UGRD,Freshman,No,,None,,9/20/2022,,,,9/22/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Admit FRE,,,,Fremd High School,143347,Palatine,IL,Y,Yes,3.36,3.36,4,Unweighted,3,4,,Former Gold,High School,,,,Public,,,,,,,,,No,,,,,
229386956,006266060,,,,M,Yes,,Black or African American,Hispanic,,,,IL,60644-4738,United States,UGRD,Freshman,Yes,,None,,11/1/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,App Received FRE,,,,Lincoln Park High School,141100,Chicago,IL,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
090750136,006259423,,,,F,No,,White,White,,,,IL,60015-5018,United States,UGRD,Freshman,No,,None,,10/10/2022,,,,10/24/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Deerfield High School,141570,Deerfield,IL,,Yes,3.6,3.6,4,Unweighted,3,2,,,High School,,,,Public,,,,,,,,,No,,,,,
579032118,006259725,,,,F,No,,Asian,Asian,,,,IL,60646-4534,United States,UGRD,Freshman,No,Brother,None,,10/12/2022,,,,10/14/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Maybe?,,,,Regina Dominican High School,144407,Wilmette,IL,,Yes,3.69,3.69,4,Unweighted,3,3,,,High School,,,,Catholic,,,,,,,,,No,,,,,
725756881,006265173,,,,M,No,,White,White,,,,MD,21014-5467,United States,UGRD,Freshman,No,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Engineering,Engineering,,To Be Entered TOPT FRE,,,,Bel Air High School,210230,Bel Air,MD,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,Yes,,,,
826562497,006261366,,,,M,No,,White,White,,,,WI,53122-1546,United States,UGRD,Freshman,No,Father,None,,10/20/2022,,,,10/26/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Arts & Sciences,,,,Brookfield East High School,500281,Brookfield,WI,Y,Yes,3.82,3.66,4,Weighted,,,,Gold,High School,,,,Public,,,,,,,,,No,,,,,
883954525,006261367,,,,M,No,,Asian,Asian,,,,IL,60192-1517,United States,UGRD,Freshman,No,,None,,10/20/2022,,,,10/24/2022,,,,,2023 August (Fall Semester),Engineering,Engineering,,Engineering,,,,Barrington Community High School,140205,Barrington,IL,Y,Yes,3.69,3.69,4,Unweighted,,,,Gold,High School,,,,Public,,,,,,,,,No,,,,,
045882090,006264264,,,,M,No,,AsianWhite,Asian,,,,IL,60173-6183,United States,UGRD,Freshman,No,,None,,10/30/2022,,,,,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,To Be Entered TOPT FRE,,,,Conant High School,143343,Hoffman Est,IL,Y,Yes,,,,,,,,Former Blue,High School,,,,Public,,,,,,,,,No,,,,,
942197437,006262561,,,,F,No,,Black or African AmericanBlack or African American - Africa,Black or African American,,,,WI,53215-1902,United States,UGRD,Freshman,Yes,,None,,10/25/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,App Received FRE,,,,Alexander Hamilton High School,501333,Milwaukee,WI,Y,Yes,,,,,,,,,High School,,,MPS,Public,,,,,,,,,,,,,,
744593579,006266081,,,,F,No,,White,White,,,,IL,60068-2420,United States,UGRD,Freshman,No,,None,,11/1/2022,,,,,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,To Be Entered FRE,,,,Maine South High School,143377,Park Ridge,IL,Y,No,,,,,,,,Gold,High School,,,,Public,,,,,,,,,No,,,,,
168212950,006257303,,,,F,No,,Asian,Asian,,,,LA,71115-3647,United States,UGRD,Freshman,Yes,,None,,9/13/2022,,,,9/27/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Maybe?,,,,Captain Shreve High School,192678,Shreveport,LA,,Yes,2.77,2.77,4,Unweighted,3,1,,,High School,,,,Public,,,,,,,,,No,,,,,
585574351,006259118,,,,M,No,,AsianAsian - Other,Asian,,,,WI,53215-3543,United States,UGRD,Freshman,Yes,,None,,10/7/2022,,,,10/10/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Review Deny,,,,Pulaski High School,501425,Milwaukee,WI,Y,Yes,2.08,2.08,4,Unweighted,,,,Former Gold,High School,,,MPS,Public,,,,,,,,,No,Yes,,,,
991083029,006265194,,,,F,Yes,,Asian,Hispanic,,,,IL,60148-6201,United States,UGRD,Freshman,No,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Nursing,Nursing,,To Be Entered FRE,,,,Montini Catholic High School,142663,Lombard,IL,Y,No,,,,,,,,Former Blue,High School,,,,Catholic,,,,,,,,,No,,,,,
527534841,006266082,,,,F,No,,White,White,,,,WI,53045-1724,United States,UGRD,Freshman,No,,None,,11/1/2022,,,,,,,,,2023 August (Fall Semester),Engineering,Engineering,,To Be Entered Fast Pass FRE,,,,Brookfield Central High School,500282,Brookfield,WI,Y,No,,,,,,,32,Gold,High School,,,,Public,,,,,,,,,No,Yes,,,,
